return_id,order_id,return_reason,return_date
R00623,O010190,Quality Issue,15-12-2025
R00624,O010199,Damaged,07-06-2026
R00625,O010202,Size/Fit Issue,14-02-2026
R00626,O010206,Wrong Item,11-05-2025
R00627,O010267,Size/Fit Issue,06-05-2025
R00628,O010298,Quality Issue,24-07-2025
R00629,O010300,Late Delivery,04-04-2026
R00630,O010301,Changed Mind,02-06-2026
R00631,O010315,Size/Fit Issue,29-07-2025
R00632,O010391,Size/Fit Issue,30-10-2025
R00633,O010406,Size/Fit Issue,15-01-2025
R00634,O010416,Quality Issue,13-06-2026
R00635,O010454,Size/Fit Issue,30-10-2025
R00636,O010462,Late Delivery,01-03-2025
R00637,O010485,Quality Issue,02-05-2025
R00638,O010487,Late Delivery,10-07-2026
R00639,O010494,Quality Issue,08-06-2026
R00640,O010495,Changed Mind,19-05-2025
R00641,O010521,Size/Fit Issue,25-04-2026
R00642,O010528,Late Delivery,20-01-2026
R00643,O010536,Late Delivery,07-03-2026
R00644,O010551,Size/Fit Issue,21-03-2025
R00645,O010558,Damaged,24-03-2025
R00646,O010581,Damaged,28-03-2025
R00647,O010586,Damaged,25-05-2026
R00648,O010607,Damaged,02-12-2025
R00649,O010610,Changed Mind,26-01-2025
R00650,O010621,Quality Issue,21-11-2025
R00651,O010640,Damaged,09-05-2026
R00652,O010665,Damaged,01-04-2026
R00653,O010671,Damaged,24-02-2025
R00654,O010677,Damaged,04-08-2025
R00655,O010709,Late Delivery,30-11-2025
R00656,O010725,Damaged,29-07-2025
R00657,O010736,Late Delivery,30-08-2025
R00658,O010754,Size/Fit Issue,26-01-2026
R00659,O010757,Changed Mind,18-11-2025
R00660,O010759,Late Delivery,10-02-2026
R00661,O010768,Damaged,17-07-2025
R00662,O010785,Wrong Item,27-05-2025
R00663,O010788,Late Delivery,19-05-2026
R00664,O010832,Quality Issue,07-05-2026
R00665,O010837,Quality Issue,19-09-2025
R00666,O010840,Changed Mind,09-01-2025
R00667,O010851,Changed Mind,28-12-2025
R00668,O010872,Size/Fit Issue,08-11-2025
R00669,O010892,Wrong Item,05-05-2025
R00670,O010899,Late Delivery,24-02-2025
R00671,O010905,Late Delivery,03-06-2025
R00672,O010940,Late Delivery,23-06-2025
R00673,O010944,Damaged,15-06-2026
R00674,O010947,Changed Mind,08-04-2025
R00675,O011028,Size/Fit Issue,06-09-2025
R00676,O011032,Wrong Item,15-05-2025
R00677,O011037,Quality Issue,09-12-2025
R00678,O011065,Late Delivery,29-08-2025
R00679,O011075,Size/Fit Issue,29-12-2025
R00680,O011090,Late Delivery,13-04-2025
R00681,O011091,Size/Fit Issue,16-03-2026
R00682,O011095,Size/Fit Issue,20-04-2026
R00683,O011171,Wrong Item,20-11-2025
R00684,O011223,Size/Fit Issue,28-01-2026
R00685,O011227,Quality Issue,26-05-2025
R00686,O011237,Damaged,25-07-2025
R00687,O011238,Size/Fit Issue,20-07-2026
R00688,O011256,Changed Mind,12-03-2025
R00689,O011288,Size/Fit Issue,09-09-2025
R00690,O011313,Quality Issue,30-08-2025
R00691,O011338,Size/Fit Issue,29-03-2025
R00692,O011365,Changed Mind,26-06-2025
R00693,O011372,Wrong Item,11-02-2026
R00694,O011382,Quality Issue,01-04-2025
R00695,O011386,Late Delivery,25-02-2025
R00696,O011389,Quality Issue,03-12-2025
R00697,O011395,Quality Issue,10-08-2026
R00698,O011400,Size/Fit Issue,18-10-2025
R00699,O011402,Size/Fit Issue,23-07-2026
R00700,O011416,Size/Fit Issue,11-02-2025
R00701,O011447,Wrong Item,08-10-2025
R00702,O011450,Late Delivery,18-07-2025
R00703,O011461,Quality Issue,10-03-2025
R00704,O011502,Quality Issue,16-10-2025
R00705,O011511,Changed Mind,20-06-2026
R00706,O011520,Late Delivery,04-03-2025
R00707,O011531,Quality Issue,12-10-2025
R00708,O011553,Size/Fit Issue,08-03-2026
R00709,O011616,Size/Fit Issue,20-12-2025
R00710,O011620,Damaged,22-01-2026
R00711,O011627,Quality Issue,16-02-2025
R00712,O011629,Late Delivery,23-05-2025
R00713,O011633,Quality Issue,25-05-2026
R00714,O011653,Quality Issue,06-11-2025
R00715,O011657,Size/Fit Issue,18-02-2025
R00716,O011661,Late Delivery,13-09-2025
R00717,O011688,Size/Fit Issue,21-02-2026
R00718,O011695,Quality Issue,12-06-2025
R00719,O011710,Size/Fit Issue,27-03-2025
R00720,O011746,Late Delivery,02-06-2026
R00721,O011751,Damaged,05-05-2025
R00722,O011793,Size/Fit Issue,02-06-2025
R00723,O011795,Damaged,11-08-2026
R00724,O011811,Size/Fit Issue,26-09-2025
R00725,O011821,Size/Fit Issue,22-03-2026
R00726,O011852,Changed Mind,04-06-2026
R00727,O011881,Late Delivery,11-02-2026
R00728,O011908,Quality Issue,21-07-2025
R00729,O011914,Late Delivery,02-06-2026
R00730,O011916,Damaged,11-08-2026
R00731,O011938,Size/Fit Issue,02-08-2026
R00732,O011940,Damaged,27-08-2026
R00733,O011971,Late Delivery,04-01-2026
R00734,O012012,Quality Issue,15-08-2026
R00735,O012025,Size/Fit Issue,21-08-2026
R00736,O012066,Wrong Item,18-05-2026
R00737,O012072,Size/Fit Issue,24-05-2026
R00738,O012075,Quality Issue,10-02-2025
R00739,O012095,Size/Fit Issue,22-07-2025
R00740,O012101,Damaged,27-07-2025
R00741,O012122,Changed Mind,08-04-2026
R00742,O012128,Size/Fit Issue,06-04-2026
R00743,O012130,Changed Mind,05-04-2025
R00744,O012131,Size/Fit Issue,25-05-2025
R00745,O012132,Wrong Item,19-09-2025
R00746,O012192,Size/Fit Issue,20-05-2026
R00747,O012201,Late Delivery,07-08-2025
R00748,O012209,Quality Issue,27-04-2026
R00749,O012227,Changed Mind,29-06-2026
R00750,O012229,Size/Fit Issue,20-02-2026
R00751,O012244,Quality Issue,28-05-2025
R00752,O012250,Late Delivery,02-03-2026
R00753,O012252,Late Delivery,13-08-2025
R00754,O012269,Late Delivery,19-05-2025
R00755,O012274,Size/Fit Issue,19-04-2025
R00756,O012288,Late Delivery,02-02-2025
R00757,O012304,Size/Fit Issue,22-01-2026
R00758,O012314,Wrong Item,28-02-2026
R00759,O012330,Size/Fit Issue,09-06-2026
R00760,O012387,Wrong Item,09-04-2026
R00761,O012411,Wrong Item,29-11-2025
R00762,O012424,Wrong Item,03-04-2025
R00763,O012434,Late Delivery,23-11-2025
R00764,O012436,Quality Issue,07-03-2026
R00765,O012457,Changed Mind,21-02-2026
R00766,O012475,Late Delivery,24-08-2025
R00767,O012478,Wrong Item,07-05-2026
R00768,O012483,Size/Fit Issue,19-01-2025
R00769,O012511,Wrong Item,25-04-2026
R00770,O012513,Changed Mind,07-08-2025
R00771,O012533,Changed Mind,27-08-2026
R00772,O012545,Late Delivery,03-12-2025
R00773,O012567,Wrong Item,29-04-2026
R00774,O012584,Damaged,02-06-2025
R00775,O012615,Damaged,22-03-2025
R00776,O012626,Quality Issue,07-01-2026
R00777,O012652,Changed Mind,08-04-2025
R00778,O012732,Quality Issue,29-11-2025
R00779,O012741,Changed Mind,21-07-2025
R00780,O012788,Size/Fit Issue,29-03-2026
R00781,O012811,Late Delivery,15-11-2025
R00782,O012816,Wrong Item,12-06-2025
R00783,O012845,Wrong Item,18-02-2026
R00784,O012879,Damaged,24-06-2026
R00785,O012896,Damaged,03-01-2026
R00786,O012906,Damaged,20-06-2026
R00787,O012924,Size/Fit Issue,20-12-2025
R00788,O012926,Quality Issue,03-05-2026
R00789,O012971,Size/Fit Issue,24-02-2026
R00790,O012996,Late Delivery,16-01-2026
R00791,O013089,Late Delivery,05-12-2025
R00792,O013113,Damaged,02-09-2026
R00793,O013122,Changed Mind,15-02-2026
R00794,O013125,Damaged,20-07-2025
R00795,O013130,Late Delivery,15-07-2025
R00796,O013151,Changed Mind,06-04-2026
R00797,O013164,Size/Fit Issue,02-06-2026
R00798,O013176,Damaged,19-11-2025
R00799,O013196,Damaged,06-04-2026
R00800,O013225,Changed Mind,13-01-2025
R00801,O013228,Damaged,22-07-2026
R00802,O013277,Quality Issue,10-09-2026
R00803,O013285,Wrong Item,05-01-2025
R00804,O013293,Quality Issue,28-07-2025
R00805,O013307,Quality Issue,07-01-2026
R00806,O013347,Size/Fit Issue,29-05-2026
R00807,O013384,Quality Issue,27-01-2025
R00808,O013396,Changed Mind,27-04-2025
R00809,O013416,Wrong Item,25-04-2026
R00810,O013487,Wrong Item,26-01-2025
R00811,O013489,Size/Fit Issue,02-08-2025
R00812,O013513,Damaged,13-08-2026
R00813,O013523,Size/Fit Issue,24-09-2025
R00814,O013524,Damaged,01-06-2025
R00815,O013543,Wrong Item,18-09-2025
R00816,O013554,Size/Fit Issue,07-08-2026
R00817,O013561,Damaged,15-01-2025
R00818,O013567,Changed Mind,17-02-2025
R00819,O013571,Late Delivery,10-10-2025
R00820,O013577,Late Delivery,25-02-2026
R00821,O013671,Changed Mind,26-11-2025
R00822,O013678,Size/Fit Issue,04-11-2025
R00823,O013679,Damaged,06-01-2026
R00824,O013685,Quality Issue,18-09-2025
R00825,O013691,Changed Mind,23-06-2025
R00826,O013714,Quality Issue,22-03-2026
R00827,O013735,Late Delivery,06-12-2025
R00828,O013743,Damaged,22-05-2026
R00829,O013754,Size/Fit Issue,03-10-2025
R00830,O013782,Size/Fit Issue,02-07-2026
R00831,O013792,Quality Issue,04-07-2025
R00832,O013804,Damaged,18-01-2025
R00833,O013815,Changed Mind,31-08-2026
R00834,O013830,Damaged,26-02-2025
R00835,O013833,Damaged,29-03-2026
R00836,O013845,Quality Issue,18-04-2025
R00837,O013867,Damaged,07-12-2025
R00838,O013876,Late Delivery,08-06-2025
R00839,O013936,Quality Issue,22-02-2026
R00840,O013939,Changed Mind,05-10-2025
R00841,O013972,Damaged,15-03-2026
R00842,O013988,Size/Fit Issue,04-01-2026
R00843,O013995,Wrong Item,19-10-2025
R00844,O014066,Wrong Item,08-03-2026
R00845,O014146,Quality Issue,29-03-2025
R00846,O014147,Damaged,04-07-2026
R00847,O014149,Late Delivery,22-01-2026
R00848,O014151,Damaged,26-07-2026
R00849,O014157,Wrong Item,26-04-2026
R00850,O014195,Late Delivery,25-12-2025
R00851,O014197,Wrong Item,16-10-2025
R00852,O014201,Size/Fit Issue,14-07-2025
R00853,O014216,Wrong Item,31-12-2025
R00854,O014237,Damaged,26-02-2026
R00855,O014268,Late Delivery,15-10-2025
R00856,O014280,Late Delivery,01-09-2025
R00857,O014289,Late Delivery,11-01-2026
R00858,O014295,Damaged,14-05-2025
R00859,O014311,Size/Fit Issue,24-03-2025
R00860,O014320,Changed Mind,25-06-2025
R00861,O014328,Size/Fit Issue,01-03-2025
R00862,O014333,Size/Fit Issue,02-03-2025
R00863,O014344,Damaged,02-01-2026
R00864,O014363,Size/Fit Issue,09-01-2025
R00865,O014386,Changed Mind,14-05-2025
R00866,O014402,Size/Fit Issue,10-09-2026
R00867,O014421,Late Delivery,08-02-2026
R00868,O014451,Late Delivery,29-07-2026
R00869,O014459,Size/Fit Issue,26-04-2025
R00870,O014469,Size/Fit Issue,05-05-2026
R00871,O014477,Changed Mind,25-07-2025
R00872,O014515,Wrong Item,08-03-2026
R00873,O014527,Late Delivery,29-07-2026
R00874,O014528,Size/Fit Issue,23-06-2026
R00875,O014565,Quality Issue,15-05-2025
R00876,O014569,Size/Fit Issue,16-01-2025
R00877,O014579,Wrong Item,12-04-2026
R00878,O014581,Changed Mind,15-07-2025
R00879,O014587,Damaged,18-03-2026
R00880,O014599,Wrong Item,09-11-2025
R00881,O014631,Quality Issue,26-07-2025
R00882,O014647,Quality Issue,17-06-2025
R00883,O014680,Size/Fit Issue,09-12-2025
R00884,O014692,Quality Issue,29-08-2025
R00885,O014693,Wrong Item,09-11-2025
R00886,O014710,Changed Mind,27-05-2025
R00887,O014736,Damaged,03-12-2025
R00888,O014737,Late Delivery,04-07-2026
R00889,O014743,Damaged,05-09-2026
R00890,O014750,Damaged,01-10-2025
R00891,O014766,Size/Fit Issue,22-02-2025
R00892,O014800,Quality Issue,03-08-2026
R00893,O014813,Size/Fit Issue,27-01-2025
R00894,O014828,Size/Fit Issue,09-01-2025
R00895,O014833,Size/Fit Issue,05-06-2025
R00896,O014841,Size/Fit Issue,19-06-2026
R00897,O014856,Size/Fit Issue,22-07-2026
R00898,O014862,Late Delivery,07-06-2026
R00899,O014869,Damaged,25-08-2025
R00900,O014870,Size/Fit Issue,25-12-2025
R00901,O014871,Size/Fit Issue,30-12-2025
R00902,O014873,Late Delivery,22-12-2025
R00903,O014876,Wrong Item,19-03-2026
R00904,O014903,Late Delivery,09-09-2025
R00905,O014915,Late Delivery,08-06-2026
R00906,O014938,Size/Fit Issue,04-04-2025
R00907,O014949,Size/Fit Issue,17-02-2025
R00908,O014954,Wrong Item,03-01-2026
R00909,O014987,Wrong Item,22-08-2025
R00910,O014988,Size/Fit Issue,06-09-2026
R00911,O015015,Wrong Item,08-07-2025
R00912,O015058,Late Delivery,04-02-2026
R00913,O015063,Quality Issue,22-12-2025
R00914,O015066,Late Delivery,14-12-2025
R00915,O015102,Damaged,19-03-2025
R00916,O015107,Size/Fit Issue,05-04-2026
R00917,O015136,Wrong Item,14-03-2026
R00918,O015141,Late Delivery,31-03-2025
R00919,O015142,Quality Issue,06-07-2025
R00920,O015185,Quality Issue,30-06-2025
R00921,O015206,Size/Fit Issue,02-06-2025
R00922,O015223,Changed Mind,10-07-2026
R00923,O015231,Size/Fit Issue,20-08-2026
R00924,O015235,Quality Issue,29-07-2025
R00925,O015236,Wrong Item,19-08-2026
R00926,O015266,Damaged,13-12-2025
R00927,O015279,Damaged,06-02-2025
R00928,O015296,Size/Fit Issue,27-01-2025
R00929,O015314,Changed Mind,19-01-2026
R00930,O015329,Size/Fit Issue,07-11-2025
R00931,O015367,Quality Issue,11-11-2025
R00932,O015375,Size/Fit Issue,10-03-2025
R00933,O015405,Size/Fit Issue,15-07-2025
R00934,O015427,Size/Fit Issue,11-05-2026
R00935,O015436,Wrong Item,26-06-2026
R00936,O015450,Changed Mind,22-12-2025
R00937,O015466,Size/Fit Issue,10-03-2026
R00938,O015492,Changed Mind,03-11-2025
R00939,O015522,Wrong Item,10-07-2026
R00940,O015533,Damaged,05-10-2025
R00941,O015545,Late Delivery,04-08-2026
R00942,O015589,Size/Fit Issue,16-02-2025
R00943,O015617,Size/Fit Issue,26-04-2026
R00944,O015630,Size/Fit Issue,19-04-2026
R00945,O015641,Damaged,16-04-2026
R00946,O015651,Size/Fit Issue,17-03-2025
R00947,O015666,Size/Fit Issue,19-01-2025
R00948,O015708,Wrong Item,22-03-2025
R00949,O015726,Quality Issue,26-04-2026
R00950,O015734,Size/Fit Issue,19-10-2025
R00951,O015760,Damaged,28-05-2026
R00952,O015769,Damaged,02-07-2026
R00953,O015782,Size/Fit Issue,26-02-2026
R00954,O015783,Wrong Item,05-09-2026
R00955,O015811,Wrong Item,08-07-2026
R00956,O015812,Wrong Item,19-01-2025
R00957,O015845,Changed Mind,19-04-2025
R00958,O015846,Damaged,21-03-2025
R00959,O015848,Damaged,15-06-2025
R00960,O015853,Quality Issue,03-12-2025
R00961,O015854,Size/Fit Issue,01-07-2026
R00962,O015855,Size/Fit Issue,08-07-2025
R00963,O015859,Size/Fit Issue,30-10-2025
R00964,O015896,Quality Issue,21-05-2025
R00965,O015897,Quality Issue,16-06-2025
R00966,O015912,Size/Fit Issue,02-08-2026
R00967,O015945,Size/Fit Issue,19-04-2025
R00968,O015956,Quality Issue,12-03-2025
R00969,O015963,Quality Issue,26-12-2025
R00970,O015976,Late Delivery,14-02-2026
R00971,O016004,Size/Fit Issue,22-03-2026
R00972,O016018,Wrong Item,11-04-2026
R00973,O016035,Late Delivery,13-05-2026
R00974,O016042,Damaged,19-03-2025
R00975,O016080,Quality Issue,06-06-2025
R00976,O016107,Quality Issue,20-07-2026
R00977,O016110,Late Delivery,19-07-2026
R00978,O016112,Damaged,30-09-2025
R00979,O016128,Size/Fit Issue,13-10-2025
R00980,O016133,Changed Mind,23-07-2025
R00981,O016142,Damaged,04-10-2025
R00982,O016207,Size/Fit Issue,18-04-2026
R00983,O016248,Damaged,16-05-2025
R00984,O016299,Size/Fit Issue,23-04-2026
R00985,O016308,Damaged,12-03-2025
R00986,O016328,Size/Fit Issue,24-06-2025
R00987,O016330,Late Delivery,28-07-2025
R00988,O016333,Size/Fit Issue,15-12-2025
R00989,O016334,Late Delivery,21-09-2025
R00990,O016354,Size/Fit Issue,18-08-2026
R00991,O016363,Damaged,03-12-2025
R00992,O016407,Size/Fit Issue,08-04-2025
R00993,O016414,Size/Fit Issue,29-05-2026
R00994,O016436,Damaged,03-03-2026
R00995,O016445,Quality Issue,20-03-2025
R00996,O016467,Quality Issue,28-06-2026
R00997,O016501,Damaged,22-04-2025
R00998,O016506,Size/Fit Issue,26-12-2025
R00999,O016518,Size/Fit Issue,15-09-2025
R01000,O016540,Changed Mind,13-06-2026
R01001,O016546,Size/Fit Issue,19-01-2025
R01002,O016553,Damaged,16-12-2025
R01003,O016556,Size/Fit Issue,10-05-2026
R01004,O016566,Size/Fit Issue,20-04-2025
R01005,O016592,Size/Fit Issue,07-05-2026
R01006,O016604,Changed Mind,08-09-2025
R01007,O016608,Size/Fit Issue,07-05-2025
R01008,O016627,Wrong Item,28-04-2025
R01009,O016640,Wrong Item,01-10-2025
R01010,O016644,Damaged,11-01-2026
R01011,O016652,Damaged,24-06-2025
R01012,O016667,Late Delivery,22-05-2025
R01013,O016674,Quality Issue,17-03-2025
R01014,O016681,Damaged,22-04-2025
R01015,O016683,Wrong Item,12-06-2026
R01016,O016686,Size/Fit Issue,16-07-2026
R01017,O016691,Late Delivery,05-02-2025
R01018,O016709,Size/Fit Issue,17-09-2025
R01019,O016720,Size/Fit Issue,10-11-2025
R01020,O016755,Damaged,07-09-2025
R01021,O016756,Size/Fit Issue,08-02-2026
R01022,O016786,Damaged,19-06-2026
R01023,O016791,Changed Mind,15-01-2025
R01024,O016807,Wrong Item,02-01-2026
R01025,O016828,Size/Fit Issue,31-03-2026
R01026,O016837,Quality Issue,25-07-2026
R01027,O016856,Size/Fit Issue,19-04-2025
R01028,O016859,Quality Issue,11-10-2025
R01029,O016860,Quality Issue,01-01-2026
R01030,O016867,Wrong Item,20-12-2025
R01031,O016889,Changed Mind,05-09-2025
R01032,O016927,Wrong Item,27-05-2026
R01033,O016931,Wrong Item,13-08-2025
R01034,O016941,Damaged,20-05-2025
R01035,O016942,Late Delivery,10-09-2025
R01036,O016969,Wrong Item,29-01-2026
R01037,O016996,Size/Fit Issue,18-12-2025
R01038,O017034,Changed Mind,01-10-2025
R01039,O017075,Changed Mind,02-03-2026
R01040,O017111,Late Delivery,18-09-2025
R01041,O017115,Late Delivery,03-07-2025
R01042,O017116,Quality Issue,26-08-2026
R01043,O017152,Changed Mind,10-08-2025
R01044,O017194,Quality Issue,18-06-2025
R01045,O017216,Size/Fit Issue,20-06-2025
R01046,O017229,Size/Fit Issue,02-10-2025
R01047,O017231,Wrong Item,06-06-2026
R01048,O017243,Damaged,20-04-2025
R01049,O017244,Changed Mind,11-02-2025
R01050,O017259,Damaged,31-07-2025
R01051,O017278,Late Delivery,20-05-2026
R01052,O017279,Changed Mind,15-12-2025
R01053,O017282,Size/Fit Issue,23-03-2025
R01054,O017285,Quality Issue,04-02-2025
R01055,O017291,Size/Fit Issue,06-04-2026
R01056,O017320,Wrong Item,05-11-2025
R01057,O017321,Size/Fit Issue,25-02-2026
R01058,O017330,Quality Issue,07-09-2025
R01059,O017333,Size/Fit Issue,15-12-2025
R01060,O017353,Quality Issue,09-04-2026
R01061,O017366,Changed Mind,18-02-2025
R01062,O017381,Wrong Item,15-06-2025
R01063,O017409,Changed Mind,28-04-2026
R01064,O017421,Changed Mind,11-05-2025
R01065,O017446,Late Delivery,04-04-2026
R01066,O017455,Size/Fit Issue,15-06-2026
R01067,O017478,Damaged,29-11-2025
R01068,O017516,Wrong Item,04-05-2026
R01069,O017531,Late Delivery,12-03-2026
R01070,O017538,Changed Mind,16-06-2026
R01071,O017539,Size/Fit Issue,31-07-2025
R01072,O017553,Damaged,08-11-2025
R01073,O017584,Changed Mind,02-09-2025
R01074,O017633,Late Delivery,02-02-2026
R01075,O017641,Wrong Item,01-07-2025
R01076,O017662,Late Delivery,08-12-2025
R01077,O017663,Late Delivery,14-01-2026
R01078,O017676,Changed Mind,09-08-2025
R01079,O017702,Quality Issue,29-04-2026
R01080,O017712,Late Delivery,30-06-2025
R01081,O017721,Late Delivery,18-04-2026
R01082,O017736,Late Delivery,23-09-2025
R01083,O017741,Wrong Item,19-07-2026
R01084,O017765,Wrong Item,08-12-2025
R01085,O017775,Late Delivery,17-06-2025
R01086,O017789,Size/Fit Issue,31-08-2025
R01087,O017794,Wrong Item,11-04-2025
R01088,O017827,Late Delivery,22-06-2025
R01089,O017849,Changed Mind,02-03-2026
R01090,O017857,Quality Issue,02-08-2026
R01091,O017891,Quality Issue,20-12-2025
R01092,O017912,Size/Fit Issue,15-07-2026
R01093,O017913,Quality Issue,25-07-2026
R01094,O017932,Late Delivery,03-02-2025
R01095,O017935,Wrong Item,16-04-2025
R01096,O017939,Size/Fit Issue,13-08-2026
R01097,O017941,Size/Fit Issue,27-10-2025
R01098,O017999,Changed Mind,08-08-2025
R01099,O018001,Quality Issue,29-07-2025
R01100,O018002,Damaged,19-03-2026
R01101,O018004,Damaged,17-08-2025
R01102,O018008,Size/Fit Issue,30-06-2026
R01103,O018027,Late Delivery,26-02-2026
R01104,O018033,Changed Mind,29-04-2026
R01105,O018054,Size/Fit Issue,11-06-2026
R01106,O018057,Damaged,30-12-2025
R01107,O018105,Wrong Item,29-06-2025
R01108,O018115,Quality Issue,30-04-2025
R01109,O018117,Quality Issue,08-10-2025
R01110,O018146,Size/Fit Issue,29-04-2026
R01111,O018173,Late Delivery,29-08-2026
R01112,O018202,Quality Issue,24-03-2026
R01113,O018217,Quality Issue,18-08-2025
R01114,O018239,Quality Issue,25-04-2026
R01115,O018262,Damaged,18-06-2026
R01116,O018264,Late Delivery,30-06-2026
R01117,O018272,Quality Issue,10-07-2026
R01118,O018280,Wrong Item,28-06-2026
R01119,O018307,Wrong Item,02-04-2025
R01120,O018345,Size/Fit Issue,01-04-2025
R01121,O018351,Quality Issue,10-08-2026
R01122,O018353,Late Delivery,11-03-2025
R01123,O018361,Wrong Item,01-04-2026
R01124,O018367,Wrong Item,06-03-2026
R01125,O018418,Quality Issue,19-09-2025
R01126,O018424,Late Delivery,02-01-2026
R01127,O018434,Quality Issue,10-08-2025
R01128,O018458,Size/Fit Issue,18-01-2025
R01129,O018470,Damaged,22-10-2025
R01130,O018480,Size/Fit Issue,29-09-2025
R01131,O018484,Damaged,28-07-2025
R01132,O018534,Quality Issue,07-06-2026
