order_id,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,,,
O000515,10-02-2026,10-02-2026,4,On Time,,,
O000516,11-02-2026,11-02-2026,7,On Time,,,
O000517,04-01-2025,04-01-2025,1,On Time,,,
O000518,18-06-2025,18-06-2025,2,On Time,,,
O000519,22-02-2025,22-02-2025,2,On Time,,,
O000520,27-08-2026,27-08-2026,8,On Time,,,
O000521,24-01-2026,24-01-2026,3,On Time,,,
O000522,26-02-2025,26-02-2025,7,On Time,,,
O000523,22-04-2025,22-04-2025,5,On Time,,,
O000524,20-04-2026,20-04-2026,3,On Time,,,
O000525,27-03-2025,27-03-2025,3,On Time,,,
O000526,17-06-2025,17-06-2025,4,On Time,,,
O000527,12-05-2026,12-05-2026,6,On Time,,,
O000528,10-04-2026,10-04-2026,7,On Time,,,
O000529,19-03-2025,19-03-2025,7,On Time,,,
O000530,22-07-2025,22-07-2025,5,On Time,,,
O000531,19-01-2026,19-01-2026,4,On Time,,,
O000532,24-06-2025,24-06-2025,5,Not Shipped,,,
O000533,03-08-2026,03-08-2026,8,On Time,,,
O000534,04-06-2026,04-06-2026,8,On Time,,,
O000535,11-09-2025,11-09-2025,8,On Time,,,
O000536,03-08-2025,03-08-2025,4,On Time,,,
O000537,25-08-2026,25-08-2026,4,On Time,,,
O000538,04-08-2025,04-08-2025,6,On Time,,,
O000539,02-09-2025,02-09-2025,5,On Time,,,
O000540,09-05-2025,09-05-2025,7,On Time,,,
O000541,08-09-2025,12-09-2025,8,Late,,,
O000542,27-06-2025,27-06-2025,5,On Time,,,
O000543,20-07-2026,20-07-2026,5,On Time,,,
O000544,23-11-2025,23-11-2025,7,On Time,,,
O000545,07-12-2025,07-12-2025,3,On Time,,,
O000546,25-01-2026,25-01-2026,2,On Time,,,
O000547,25-01-2025,26-01-2025,6,Late,,,
O000548,04-05-2026,04-05-2026,1,On Time,,,
O000549,20-10-2025,20-10-2025,1,On Time,,,
O000550,28-05-2025,28-05-2025,7,On Time,,,
O000551,06-07-2026,08-07-2026,3,Late,,,
O000552,11-07-2025,11-07-2025,6,On Time,,,
O000553,20-08-2025,20-08-2025,6,On Time,,,
O000554,02-01-2026,02-01-2026,2,Not Shipped,,,
O000555,24-09-2025,24-09-2025,2,On Time,,,
O000556,25-03-2026,25-03-2026,5,On Time,,,
O000557,10-01-2026,10-01-2026,3,On Time,,,
O000558,27-03-2026,27-03-2026,2,On Time,,,
O000559,28-05-2026,28-05-2026,2,On Time,,,
O000560,20-07-2025,20-07-2025,3,On Time,,,
O000561,17-01-2025,17-01-2025,4,On Time,,,
O000562,10-06-2026,10-06-2026,2,On Time,,,
O000563,14-02-2026,14-02-2026,3,On Time,,,
O000564,27-02-2026,27-02-2026,6,On Time,,,
O000565,14-02-2025,14-02-2025,6,On Time,,,
O000566,28-03-2025,28-03-2025,6,On Time,,,
O000567,26-01-2026,26-01-2026,4,On Time,,,
O000568,13-03-2026,16-03-2026,10,Late,,,
O000569,27-12-2025,27-12-2025,3,On Time,,,
O000570,01-04-2026,01-04-2026,8,On Time,,,
O000571,24-03-2026,24-03-2026,5,On Time,,,
O000572,13-03-2026,13-03-2026,1,On Time,,,
O000573,29-04-2025,29-04-2025,5,On Time,,,
O000574,10-09-2025,10-09-2025,5,On Time,,,
O000575,24-02-2026,24-02-2026,2,On Time,,,
O000576,29-12-2025,29-12-2025,6,Not Shipped,,,
O000577,16-03-2025,16-03-2025,2,On Time,,,
O000578,13-12-2025,13-12-2025,1,On Time,,,
O000579,16-07-2025,16-07-2025,8,On Time,,,
O000580,10-01-2025,13-01-2025,4,Late,,,
O000581,27-01-2025,27-01-2025,5,On Time,,,
O000582,19-12-2025,19-12-2025,8,On Time,,,
O000583,12-02-2026,12-02-2026,5,On Time,,,
O000584,02-09-2025,02-09-2025,4,On Time,,,
O000585,25-05-2025,25-05-2025,2,On Time,,,
O000586,01-06-2026,01-06-2026,4,On Time,,,
O000587,03-06-2026,03-06-2026,1,On Time,,,
O000588,10-03-2026,10-03-2026,4,On Time,,,
O000589,22-09-2025,22-09-2025,6,On Time,,,
O000590,24-04-2025,24-04-2025,1,On Time,,,
O000591,15-08-2025,16-08-2025,2,Late,,,
O000592,11-04-2025,11-04-2025,8,On Time,,,
O000593,09-05-2025,09-05-2025,1,On Time,,,
O000594,06-08-2026,06-08-2026,1,On Time,,,
O000595,15-06-2026,15-06-2026,3,On Time,,,
O000596,16-06-2025,19-06-2025,9,Late,,,
O000597,15-08-2025,15-08-2025,2,Not Shipped,,,
O000598,28-01-2025,28-01-2025,7,On Time,,,
O000599,22-11-2025,22-11-2025,1,On Time,,,
O000600,06-07-2026,06-07-2026,8,Not Shipped,,,
O000601,12-07-2026,12-07-2026,7,On Time,,,
O000602,16-04-2026,21-04-2026,7,Late,,,
O000603,17-06-2025,17-06-2025,2,On Time,,,
O000604,02-09-2025,02-09-2025,1,On Time,,,
O000605,17-11-2025,17-11-2025,7,On Time,,,
O000606,19-04-2026,19-04-2026,7,On Time,,,
O000607,30-06-2025,30-06-2025,7,On Time,,,
O000608,30-10-2025,30-10-2025,4,Not Shipped,,,
O000609,20-03-2026,20-03-2026,2,On Time,,,
O000610,06-11-2025,06-11-2025,3,On Time,,,
O000611,28-06-2025,30-06-2025,4,Late,,,
O000612,18-02-2025,18-02-2025,1,On Time,,,
O000613,13-04-2026,13-04-2026,6,On Time,,,
O000614,24-03-2025,24-03-2025,1,On Time,,,
O000615,20-02-2025,20-02-2025,2,On Time,,,
O000616,05-04-2025,05-04-2025,4,On Time,,,
O000617,22-07-2025,22-07-2025,3,On Time,,,
O000618,05-05-2026,05-05-2026,2,On Time,,,
O000619,16-10-2025,16-10-2025,3,On Time,,,
O000620,29-01-2026,29-01-2026,6,On Time,,,
O000621,16-11-2025,16-11-2025,5,On Time,,,
O000622,17-10-2025,17-10-2025,7,On Time,,,
O000623,01-08-2025,01-08-2025,1,On Time,,,
O000624,15-07-2026,15-07-2026,3,Not Shipped,,,
O000625,18-12-2025,18-12-2025,7,On Time,,,
O000626,24-10-2025,24-10-2025,3,On Time,,,
O000627,31-05-2025,31-05-2025,5,On Time,,,
O000628,05-06-2025,05-06-2025,3,On Time,,,
O000629,19-06-2025,19-06-2025,6,On Time,,,
O000630,04-04-2025,04-04-2025,3,On Time,,,
O000631,10-02-2026,10-02-2026,6,On Time,,,
O000632,25-11-2025,25-11-2025,5,On Time,,,
O000633,30-12-2025,30-12-2025,8,On Time,,,
O000634,10-05-2025,10-05-2025,8,On Time,,,
O000635,02-04-2025,02-04-2025,1,Not Shipped,,,
O000636,27-11-2025,27-11-2025,7,On Time,,,
O000637,13-07-2026,13-07-2026,3,On Time,,,
O000638,10-10-2025,10-10-2025,5,On Time,,,
O000639,01-01-2026,01-01-2026,4,On Time,,,
O000640,11-10-2025,11-10-2025,2,On Time,,,
O000641,20-06-2026,20-06-2026,6,On Time,,,
O000642,10-09-2025,10-09-2025,1,On Time,,,
O000643,05-07-2025,05-07-2025,5,On Time,,,
O000644,16-05-2025,16-05-2025,5,On Time,,,
O000645,15-09-2025,15-09-2025,5,On Time,,,
O000646,07-02-2026,07-02-2026,6,On Time,,,
O000647,02-10-2025,02-10-2025,8,On Time,,,
O000648,17-04-2026,17-04-2026,3,On Time,,,
O000649,21-07-2026,21-07-2026,3,On Time,,,
O000650,16-02-2026,16-02-2026,4,On Time,,,
O000651,08-06-2025,09-06-2025,7,Not Shipped,,,
O000652,04-04-2026,04-04-2026,4,On Time,,,
O000653,13-02-2026,13-02-2026,4,On Time,,,
O000654,08-08-2025,11-08-2025,5,Late,,,
O000655,10-01-2025,10-01-2025,4,On Time,,,
O000656,18-01-2026,18-01-2026,5,On Time,,,
O000657,23-03-2025,23-03-2025,5,On Time,,,
O000658,01-02-2025,02-02-2025,2,Late,,,
O000659,26-06-2025,26-06-2025,5,On Time,,,
O000660,28-05-2025,28-05-2025,7,On Time,,,
O000661,01-01-2026,01-01-2026,1,Not Shipped,,,
O000662,07-04-2026,07-04-2026,5,On Time,,,
O000663,21-01-2026,21-01-2026,7,On Time,,,
O000664,17-04-2025,17-04-2025,6,On Time,,,
O000665,29-04-2025,29-04-2025,5,On Time,,,
O000666,15-02-2026,15-02-2026,1,On Time,,,
O000667,12-04-2026,12-04-2026,5,On Time,,,
O000668,01-10-2025,03-10-2025,6,Late,,,
O000669,28-03-2026,28-03-2026,1,On Time,,,
O000670,26-07-2026,27-07-2026,5,Late,,,
O000671,23-10-2025,23-10-2025,4,On Time,,,
O000672,05-06-2026,05-06-2026,1,On Time,,,
O000673,04-05-2026,04-05-2026,5,Not Shipped,,,
O000674,29-05-2026,29-05-2026,3,On Time,,,
O000675,05-04-2026,05-04-2026,1,On Time,,,
O000676,26-10-2025,26-10-2025,5,Not Shipped,,,
O000677,01-03-2026,01-03-2026,5,On Time,,,
O000678,30-08-2025,30-08-2025,5,On Time,,,
O000679,08-07-2026,08-07-2026,6,On Time,,,
O000680,05-06-2025,05-06-2025,4,On Time,,,
O000681,02-03-2025,06-03-2025,7,Late,,,
O000682,04-05-2026,04-05-2026,1,Not Shipped,,,
O000683,12-04-2025,15-04-2025,8,Late,,,
O000684,13-08-2025,13-08-2025,1,On Time,,,
O000685,14-10-2025,14-10-2025,8,On Time,,,
O000686,08-08-2025,08-08-2025,1,On Time,,,
O000687,26-06-2025,26-06-2025,4,On Time,,,
O000688,19-03-2025,24-03-2025,9,Late,,,
O000689,15-06-2026,15-06-2026,5,On Time,,,
O000690,11-06-2025,11-06-2025,3,On Time,,,
O000691,26-12-2025,26-12-2025,3,On Time,,,
O000692,01-03-2026,01-03-2026,3,On Time,,,
O000693,23-02-2026,23-02-2026,6,On Time,,,
O000694,06-07-2025,06-07-2025,2,On Time,,,
O000695,26-07-2026,26-07-2026,7,On Time,,,
O000696,21-06-2026,21-06-2026,7,On Time,,,
O000697,10-03-2026,10-03-2026,3,Not Shipped,,,
O000698,26-06-2026,30-06-2026,6,Late,,,
O000699,05-09-2026,05-09-2026,7,On Time,,,
O000700,14-08-2025,14-08-2025,2,On Time,,,
O000701,18-04-2026,18-04-2026,3,On Time,,,
O000702,20-07-2025,20-07-2025,4,On Time,,,
O000703,14-02-2026,17-02-2026,9,Late,,,
O000704,18-07-2026,18-07-2026,5,On Time,,,
O000705,12-07-2025,12-07-2025,3,On Time,,,
O000706,04-04-2026,04-04-2026,2,On Time,,,
O000707,09-04-2026,09-04-2026,8,On Time,,,
O000708,23-08-2025,23-08-2025,1,On Time,,,
O000709,21-09-2025,21-09-2025,1,On Time,,,
O000710,21-02-2026,22-02-2026,3,Late,,,
O000711,04-08-2026,04-08-2026,6,On Time,,,
O000712,01-11-2025,01-11-2025,3,On Time,,,
O000713,14-06-2026,14-06-2026,3,On Time,,,
O000714,07-03-2025,07-03-2025,1,On Time,,,
O000715,22-02-2025,22-02-2025,4,On Time,,,
O000716,07-05-2026,11-05-2026,9,Late,,,
O000717,23-08-2026,23-08-2026,5,On Time,,,
O000718,05-12-2025,05-12-2025,7,On Time,,,
O000719,17-09-2025,17-09-2025,8,On Time,,,
O000720,21-01-2026,21-01-2026,6,On Time,,,
O000721,13-07-2025,13-07-2025,2,On Time,,,
O000722,01-03-2025,01-03-2025,6,On Time,,,
O000723,07-08-2025,07-08-2025,8,On Time,,,
O000724,14-06-2026,16-06-2026,3,Late,,,
O000725,09-05-2025,09-05-2025,5,On Time,,,
O000726,03-08-2025,03-08-2025,8,On Time,,,
O000727,28-08-2025,28-08-2025,2,On Time,,,
O000728,10-03-2025,10-03-2025,5,On Time,,,
O000729,16-07-2026,16-07-2026,7,On Time,,,
O000730,16-04-2026,16-04-2026,1,On Time,,,
O000731,04-09-2025,08-09-2025,9,Late,,,
O000732,03-11-2025,03-11-2025,6,On Time,,,
O000733,28-08-2026,28-08-2026,1,On Time,,,
O000734,08-10-2025,08-10-2025,7,On Time,,,
O000735,06-04-2026,06-04-2026,3,On Time,,,
O000736,15-02-2025,15-02-2025,2,On Time,,,
O000737,06-01-2026,06-01-2026,4,On Time,,,
O000738,10-08-2026,10-08-2026,6,Not Shipped,,,
O000739,03-06-2025,03-06-2025,7,On Time,,,
O000740,08-08-2025,08-08-2025,2,Not Shipped,,,
O000741,19-05-2025,19-05-2025,3,On Time,,,
O000742,01-05-2025,01-05-2025,3,On Time,,,
O000743,06-10-2025,06-10-2025,1,On Time,,,
O000744,24-07-2026,24-07-2026,8,On Time,,,
O000745,25-11-2025,25-11-2025,2,On Time,,,
O000746,04-07-2026,04-07-2026,4,On Time,,,
O000747,08-06-2025,08-06-2025,3,On Time,,,
O000748,25-08-2026,25-08-2026,1,On Time,,,
O000749,08-03-2026,08-03-2026,3,On Time,,,
O000750,06-01-2026,06-01-2026,1,On Time,,,
O000751,14-12-2025,14-12-2025,8,On Time,,,
O000752,03-03-2026,03-03-2026,2,On Time,,,
O000753,14-08-2025,14-08-2025,2,On Time,,,
O000754,18-09-2025,18-09-2025,8,On Time,,,
O000755,23-05-2025,23-05-2025,3,On Time,,,
O000756,27-06-2026,27-06-2026,5,On Time,,,
O000757,26-10-2025,26-10-2025,6,On Time,,,
O000758,02-08-2026,03-08-2026,7,Late,,,
O000759,04-06-2025,09-06-2025,8,Late,,,
O000760,25-12-2025,25-12-2025,4,On Time,,,
O000761,27-11-2025,27-11-2025,3,On Time,,,
O000762,13-10-2025,13-10-2025,7,On Time,,,
O000763,22-08-2026,22-08-2026,7,On Time,,,
O000764,07-04-2026,07-04-2026,3,On Time,,,
O000765,08-09-2025,08-09-2025,8,On Time,,,
O000766,04-08-2026,04-08-2026,2,On Time,,,
O000767,17-03-2025,17-03-2025,3,On Time,,,
O000768,28-10-2025,28-10-2025,2,On Time,,,
O000769,17-01-2026,17-01-2026,4,On Time,,,
O000770,23-05-2026,23-05-2026,8,On Time,,,
O000771,09-08-2026,09-08-2026,6,On Time,,,
O000772,17-03-2025,17-03-2025,3,On Time,,,
O000773,08-10-2025,08-10-2025,5,On Time,,,
O000774,02-11-2025,02-11-2025,3,On Time,,,
O000775,16-02-2026,16-02-2026,3,On Time,,,
O000776,11-07-2026,11-07-2026,4,On Time,,,
O000777,19-05-2026,20-05-2026,8,Late,,,
O000778,06-06-2026,06-06-2026,4,On Time,,,
O000779,16-01-2026,16-01-2026,5,Not Shipped,,,
O000780,19-06-2026,19-06-2026,3,On Time,,,
O000781,18-08-2025,18-08-2025,3,On Time,,,
O000782,15-01-2025,15-01-2025,8,On Time,,,
O000783,07-02-2026,11-02-2026,6,Late,,,
O000784,30-07-2025,30-07-2025,8,Not Shipped,,,
O000785,05-06-2025,05-06-2025,8,On Time,,,
O000786,18-01-2025,18-01-2025,5,On Time,,,
O000787,11-03-2025,11-03-2025,4,On Time,,,
O000788,01-06-2026,01-06-2026,5,On Time,,,
O000789,29-04-2026,29-04-2026,6,On Time,,,
O000790,31-10-2025,31-10-2025,7,On Time,,,
O000791,26-09-2025,26-09-2025,7,On Time,,,
O000792,23-01-2025,23-01-2025,2,Not Shipped,,,
O000793,12-08-2026,12-08-2026,1,Not Shipped,,,
O000794,02-04-2025,02-04-2025,5,On Time,,,
O000795,17-05-2026,17-05-2026,3,On Time,,,
O000796,18-07-2026,18-07-2026,7,On Time,,,
O000797,12-08-2026,12-08-2026,1,On Time,,,
O000798,28-08-2025,28-08-2025,2,On Time,,,
O000799,27-03-2026,27-03-2026,8,Not Shipped,,,
O000800,02-06-2025,02-06-2025,7,On Time,,,
O000801,02-08-2025,02-08-2025,1,On Time,,,
O000802,22-05-2025,22-05-2025,8,On Time,,,
O000803,31-03-2026,31-03-2026,2,On Time,,,
O000804,12-09-2025,12-09-2025,1,On Time,,,
O000805,24-05-2026,24-05-2026,4,On Time,,,
O000806,30-08-2025,30-08-2025,6,On Time,,,
O000807,14-03-2026,14-03-2026,8,On Time,,,
O000808,16-02-2025,16-02-2025,3,On Time,,,
O000809,05-07-2026,05-07-2026,3,On Time,,,
O000810,08-07-2025,08-07-2025,1,On Time,,,
O000811,27-01-2025,27-01-2025,5,On Time,,,
O000812,14-04-2026,14-04-2026,6,On Time,,,
O000813,12-08-2025,12-08-2025,3,On Time,,,
O000814,09-06-2026,09-06-2026,1,On Time,,,
O000815,01-05-2026,01-05-2026,4,On Time,,,
O000816,15-10-2025,15-10-2025,7,On Time,,,
O000817,14-04-2026,14-04-2026,2,Not Shipped,,,
O000818,18-04-2025,18-04-2025,7,On Time,,,
O000819,26-07-2025,26-07-2025,5,On Time,,,
O000820,11-10-2025,11-10-2025,8,On Time,,,
O000821,16-06-2026,16-06-2026,5,On Time,,,
O000822,05-06-2025,10-06-2025,8,Late,,,
O000823,16-11-2025,17-11-2025,2,Late,,,
O000824,28-06-2025,28-06-2025,1,On Time,,,
O000825,04-03-2025,04-03-2025,7,On Time,,,
O000826,10-01-2025,10-01-2025,8,On Time,,,
O000827,02-05-2026,06-05-2026,8,Late,,,
O000828,19-08-2026,23-08-2026,8,Late,,,
O000829,20-11-2025,25-11-2025,9,Late,,,
O000830,13-02-2025,13-02-2025,7,On Time,,,
O000831,15-08-2026,15-08-2026,8,On Time,,,
O000832,24-03-2025,24-03-2025,8,On Time,,,
O000833,08-01-2025,08-01-2025,1,On Time,,,
O000834,25-10-2025,25-10-2025,7,Not Shipped,,,
O000835,12-03-2026,12-03-2026,1,On Time,,,
O000836,13-09-2025,13-09-2025,7,On Time,,,
O000837,21-01-2025,21-01-2025,1,On Time,,,
O000838,21-01-2025,21-01-2025,2,On Time,,,
O000839,30-04-2026,30-04-2026,8,On Time,,,
O000840,06-04-2026,06-04-2026,6,On Time,,,
O000841,23-06-2026,23-06-2026,5,On Time,,,
O000842,26-08-2026,26-08-2026,2,On Time,,,
O000843,14-06-2026,14-06-2026,3,On Time,,,
O000844,13-02-2025,13-02-2025,1,On Time,,,
O000845,31-07-2025,31-07-2025,4,Not Shipped,,,
O000846,01-07-2026,01-07-2026,6,Not Shipped,,,
O000847,25-02-2026,25-02-2026,7,On Time,,,
O000848,16-01-2026,16-01-2026,6,On Time,,,
O000849,27-05-2025,27-05-2025,7,Not Shipped,,,
O000850,27-11-2025,27-11-2025,4,Not Shipped,,,
O000851,08-11-2025,08-11-2025,4,On Time,,,
O000852,06-07-2026,06-07-2026,2,On Time,,,
O000853,16-05-2025,16-05-2025,8,On Time,,,
O000854,21-12-2025,26-12-2025,13,Not Shipped,,,
O000855,24-06-2025,24-06-2025,1,On Time,,,
O000856,16-03-2026,16-03-2026,8,On Time,,,
O000857,28-04-2026,28-04-2026,8,On Time,,,
O000858,04-02-2026,04-02-2026,5,On Time,,,
O000859,21-01-2025,21-01-2025,2,On Time,,,
O000860,26-01-2026,30-01-2026,11,Not Shipped,,,
O000861,04-02-2025,04-02-2025,5,On Time,,,
O000862,02-05-2026,02-05-2026,4,On Time,,,
O000863,21-05-2025,21-05-2025,8,On Time,,,
O000864,21-05-2026,21-05-2026,4,On Time,,,
O000865,28-11-2025,28-11-2025,3,On Time,,,
O000866,30-03-2025,01-04-2025,9,Late,,,
O000867,14-12-2025,14-12-2025,8,On Time,,,
O000868,15-08-2025,19-08-2025,12,Late,,,
O000869,10-05-2026,10-05-2026,3,On Time,,,
O000870,08-01-2026,08-01-2026,4,On Time,,,
O000871,19-10-2025,19-10-2025,8,Not Shipped,,,
O000872,14-11-2025,14-11-2025,2,On Time,,,
O000873,19-09-2025,19-09-2025,6,On Time,,,
O000874,01-11-2025,01-11-2025,1,On Time,,,
O000875,19-05-2025,24-05-2025,8,Late,,,
O000876,16-01-2025,16-01-2025,7,Not Shipped,,,
O000877,19-08-2025,19-08-2025,8,On Time,,,
O000878,26-01-2026,26-01-2026,2,On Time,,,
O000879,02-07-2026,02-07-2026,7,On Time,,,
O000880,08-05-2025,08-05-2025,3,On Time,,,
O000881,06-10-2025,06-10-2025,1,On Time,,,
O000882,14-02-2025,14-02-2025,2,On Time,,,
O000883,12-09-2025,12-09-2025,7,On Time,,,
O000884,08-05-2026,08-05-2026,6,On Time,,,
O000885,13-02-2025,13-02-2025,1,On Time,,,
O000886,01-05-2025,01-05-2025,7,On Time,,,
O000887,02-02-2026,02-02-2026,7,On Time,,,
O000888,25-05-2026,25-05-2026,4,On Time,,,
O000889,26-08-2025,26-08-2025,6,On Time,,,
O000890,19-05-2026,19-05-2026,6,On Time,,,
O000891,25-02-2026,28-02-2026,9,Late,,,
O000892,17-05-2026,17-05-2026,3,On Time,,,
O000893,04-02-2025,04-02-2025,7,On Time,,,
O000894,14-03-2025,18-03-2025,5,Late,,,
O000895,15-03-2025,17-03-2025,7,Late,,,
O000896,15-04-2026,15-04-2026,4,On Time,,,
O000897,03-06-2025,03-06-2025,6,On Time,,,
O000898,18-08-2026,18-08-2026,3,On Time,,,
O000899,03-10-2025,03-10-2025,3,On Time,,,
O000900,14-02-2026,14-02-2026,3,On Time,,,
O000901,02-03-2026,02-03-2026,7,On Time,,,
O000902,06-06-2025,06-06-2025,5,On Time,,,
O000903,11-02-2026,14-02-2026,8,Late,,,
O000904,20-02-2025,20-02-2025,6,On Time,,,
O000905,16-05-2026,19-05-2026,11,Late,,,
O000906,08-01-2025,08-01-2025,5,On Time,,,
O000907,23-06-2025,23-06-2025,7,On Time,,,
O000908,10-07-2026,10-07-2026,2,On Time,,,
O000909,01-09-2025,01-09-2025,6,On Time,,,
O000910,25-11-2025,25-11-2025,3,On Time,,,
O000911,14-01-2026,14-01-2026,2,On Time,,,
O000912,22-03-2026,22-03-2026,8,On Time,,,
O000913,29-01-2025,29-01-2025,6,On Time,,,
O000914,16-05-2025,16-05-2025,4,On Time,,,
O000915,18-03-2025,18-03-2025,5,On Time,,,
O000916,18-06-2026,20-06-2026,4,Late,,,
O000917,23-08-2026,26-08-2026,8,Late,,,
O000918,14-07-2026,14-07-2026,1,On Time,,,
O000919,02-03-2026,02-03-2026,8,On Time,,,
O000920,27-12-2025,27-12-2025,8,On Time,,,
O000921,08-05-2026,08-05-2026,2,On Time,,,
O000922,29-06-2026,29-06-2026,8,On Time,,,
O000923,17-07-2026,17-07-2026,5,On Time,,,
O000924,20-03-2025,20-03-2025,1,On Time,,,
O000925,21-05-2026,21-05-2026,2,On Time,,,
O000926,31-05-2026,31-05-2026,4,On Time,,,
O000927,09-01-2026,09-01-2026,1,Not Shipped,,,
O000928,28-11-2025,28-11-2025,4,On Time,,,
O000929,10-04-2026,10-04-2026,4,On Time,,,
O000930,30-05-2025,30-05-2025,3,On Time,,,
O000931,16-04-2026,16-04-2026,3,On Time,,,
O000932,28-06-2026,28-06-2026,6,On Time,,,
O000933,26-01-2026,26-01-2026,7,On Time,,,
O000934,19-11-2025,19-11-2025,7,On Time,,,
O000935,08-01-2025,08-01-2025,7,On Time,,,
O000936,16-07-2026,16-07-2026,7,On Time,,,
O000937,18-02-2025,18-02-2025,7,On Time,,,
O000938,24-09-2025,24-09-2025,3,On Time,,,
O000939,25-06-2025,25-06-2025,8,On Time,,,
O000940,02-02-2026,03-02-2026,4,Late,,,
O000941,16-01-2026,16-01-2026,5,On Time,,,
O000942,10-02-2025,10-02-2025,5,On Time,,,
O000943,01-04-2025,01-04-2025,6,On Time,,,
O000944,13-07-2026,13-07-2026,8,On Time,,,
O000945,20-02-2025,20-02-2025,7,On Time,,,
O000946,26-12-2025,26-12-2025,6,On Time,,,
O000947,14-02-2025,14-02-2025,3,On Time,,,
O000948,12-02-2025,12-02-2025,1,On Time,,,
O000949,06-03-2026,06-03-2026,4,On Time,,,
O000950,30-12-2025,30-12-2025,1,On Time,,,
O000951,15-04-2026,15-04-2026,8,On Time,,,
O000952,24-03-2026,24-03-2026,4,On Time,,,
O000953,23-07-2025,23-07-2025,2,On Time,,,
O000954,10-02-2025,10-02-2025,3,On Time,,,
O000955,21-05-2026,21-05-2026,4,On Time,,,
O000956,11-12-2025,11-12-2025,6,On Time,,,
O000957,28-12-2025,28-12-2025,2,On Time,,,
O000958,25-12-2025,25-12-2025,5,On Time,,,
O000959,14-04-2025,14-04-2025,1,Not Shipped,,,
O000960,15-01-2025,15-01-2025,6,On Time,,,
O000961,25-12-2025,25-12-2025,3,On Time,,,
O000962,17-08-2025,17-08-2025,7,Not Shipped,,,
O000963,10-03-2025,10-03-2025,8,On Time,,,
O000964,30-10-2025,30-10-2025,5,On Time,,,
O000965,28-05-2026,28-05-2026,7,Not Shipped,,,
O000966,11-06-2026,11-06-2026,1,On Time,,,
O000967,12-10-2025,12-10-2025,4,On Time,,,
O000968,29-08-2026,29-08-2026,8,On Time,,,
O000969,31-05-2026,31-05-2026,4,Not Shipped,,,
O000970,02-04-2025,02-04-2025,4,Not Shipped,,,
O000971,15-05-2026,18-05-2026,7,Late,,,
O000972,23-09-2025,23-09-2025,7,On Time,,,
O000973,25-06-2025,25-06-2025,2,On Time,,,
O000974,26-01-2026,26-01-2026,6,On Time,,,
O000975,11-08-2026,11-08-2026,4,On Time,,,
O000976,16-12-2025,16-12-2025,7,On Time,,,
O000977,20-05-2025,20-05-2025,4,On Time,,,
O000978,22-07-2026,27-07-2026,9,Late,,,
O000979,13-12-2025,13-12-2025,8,On Time,,,
O000980,26-01-2025,26-01-2025,3,On Time,,,
O000981,06-05-2026,06-05-2026,8,On Time,,,
O000982,31-10-2025,31-10-2025,6,On Time,,,
O000983,13-09-2025,13-09-2025,7,On Time,,,
O000984,02-04-2025,02-04-2025,3,On Time,,,
O000985,07-12-2025,07-12-2025,2,On Time,,,
O000986,12-02-2026,12-02-2026,8,On Time,,,
O000987,12-01-2025,12-01-2025,3,On Time,,,
O000988,22-03-2025,22-03-2025,4,Not Shipped,,,
O000989,29-06-2026,29-06-2026,4,On Time,,,
O000990,24-11-2025,24-11-2025,3,On Time,,,
O000991,16-06-2025,17-06-2025,4,Late,,,
O000992,06-06-2025,06-06-2025,5,On Time,,,
O000993,30-03-2026,30-03-2026,2,On Time,,,
O000994,14-04-2025,14-04-2025,3,On Time,,,
O000995,03-05-2025,04-05-2025,8,Late,,,
O000996,01-09-2026,01-09-2026,6,On Time,,,
O000997,22-02-2025,22-02-2025,3,On Time,,,
O000998,30-12-2025,01-01-2026,5,Late,,,
O000999,14-02-2026,14-02-2026,6,On Time,,,
O001000,24-07-2025,24-07-2025,4,On Time,,,
O001001,13-04-2026,13-04-2026,3,Not Shipped,,,
O001002,24-06-2025,24-06-2025,7,On Time,,,
O001003,06-10-2025,06-10-2025,7,On Time,,,
O001004,03-08-2026,03-08-2026,4,On Time,,,
O001005,29-04-2025,29-04-2025,5,On Time,,,
O001006,02-04-2025,02-04-2025,5,On Time,,,
O001007,05-07-2025,05-07-2025,8,On Time,,,
O001008,26-05-2025,26-05-2025,2,On Time,,,
O001009,09-01-2025,09-01-2025,5,On Time,,,
O001010,07-03-2026,07-03-2026,8,On Time,,,
O001011,07-12-2025,07-12-2025,3,On Time,,,
O001012,12-07-2026,12-07-2026,5,On Time,,,
O001013,17-07-2026,19-07-2026,10,Late,,,
O001014,21-04-2025,21-04-2025,3,On Time,,,
O001015,17-02-2025,21-02-2025,5,Late,,,
O001016,02-05-2025,02-05-2025,7,On Time,,,
O001017,12-08-2026,14-08-2026,3,Late,,,
O001018,17-02-2026,17-02-2026,1,On Time,,,
O001019,04-08-2026,04-08-2026,4,On Time,,,
O001020,14-01-2026,14-01-2026,1,On Time,,,
O001021,09-07-2025,09-07-2025,3,On Time,,,
O001022,14-04-2026,17-04-2026,6,Not Shipped,,,
